id;text;aspect;polarity;start_position;end_position
6167;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;equipamentos;0;39;51
6168;O serviço de lavanderia do hotel é cobrado à parte. Seria melhor se estivesse incluído na estadia.;lavanderia;0;13;23
6169;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;Wi-Fi;0;16;21
6170;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;conexão;0;38;45
6171;O quarto do hotel era pequeno e apertado. Mal conseguíamos nos mover lá dentro.;quarto;-1;2;8
6172;O café da manhã no hotel era simplesmente delicioso. Nunca comi algo tão bom!;café;1;2;6
6173;O serviço de limpeza do hotel deixou muito a desejar. Encontramos cabelos no banheiro.;limpeza;-1;13;20
6174;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;vista;1;18;23
6175;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;montanhas;1;41;50
6176;A piscina do hotel estava suja e mal cuidada. Nem ousei entrar.;piscina;-1;2;9
6177;A comida servida no restaurante do hotel era mais ou menos. Nada excepcional, mas comível.;comida;0;2;8
6178;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;spa;1;2;5
6179;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;tratamentos;1;23;34
6180;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;localização;1;2;13
6181;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;compras;1;62;69
6182;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;estacionamento;-1;2;16
6183;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;dificuldade;-1;45;56
6184;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;academia;-1;2;10
6185;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;equipamentos;-1;26;38
6186;O serviço de lavanderia do hotel é caro. Prefiro lavar minhas roupas em casa.;lavanderia;-1;13;23
6187;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;Wi-Fi;-1;16;21
6188;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;conexão;-1;38;45
6189;O quarto do hotel era pequeno e apertado. Mal conseguíamos nos mover lá dentro.;quarto;-1;2;8
6190;O café da manhã no hotel era simplesmente delicioso. Nunca comi algo tão bom!;café;1;2;6
6191;O serviço de limpeza do hotel deixou muito a desejar. Encontramos cabelos no banheiro.;limpeza;-1;13;20
6192;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;vista;1;18;23
6193;O hotel tinha uma vista incrível para as montanhas. Acordei todos os dias com um sorriso no rosto.;montanhas;1;41;50
6194;A piscina do hotel estava suja e mal cuidada. Nem ousei entrar.;piscina;-1;2;9
6195;A comida servida no restaurante do hotel era mais ou menos. Nada excepcional, mas comível.;comida;0;2;8
6196;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;spa;1;2;5
6197;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;tratamentos;1;23;34
6198;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;localização;1;2;13
6199;A localização do hotel é estratégica para quem gosta de fazer compras. Fiquei muito satisfeito.;compras;1;62;69
6200;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;estacionamento;-1;2;16
6201;O estacionamento do hotel era apertado. Tive dificuldade em estacionar o carro.;dificuldade;-1;45;56
6202;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;academia;-1;2;10
6203;A academia do hotel tinha equipamentos antigos. Precisa de uma atualização.;equipamentos;-1;26;38
6204;O serviço de lavanderia do hotel é caro. Prefiro lavar minhas roupas em casa.;lavanderia;-1;13;23
6205;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;Wi-Fi;-1;16;21
6206;O hotel oferece Wi-Fi gratuito, mas a conexão é lenta. Tive dificuldade em navegar na internet.;conexão;-1;38;45
6207;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";experiência;1;16;27
6208;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";decoração;1;47;56
6209;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";atendimento;1;60;71
6210;"O hotel foi uma experiência incrível! Adorei a decoração, o atendimento e a comida; realmente me senti mimado.";comida;1;76;82
6211;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;estadia;-1;2;9
6212;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;quarto;-1;44;50
6213;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;serviço;-1;66;73
6214;A estadia no hotel foi um pesadelo total. O quarto estava sujo, o serviço era terrível e a comida era péssima.;comida;-1;91;97
6215;"O café da manhã no hotel era bom; tinha uma variedade decente de opções. Mas o Wi-Fi era uma piada; mal consegui me conectar.";café;0;2;6
6216;"O café da manhã no hotel era bom; tinha uma variedade decente de opções. Mas o Wi-Fi era uma piada; mal consegui me conectar.";variedade;0;44;53
6217;"O café da manhã no hotel era bom; tinha uma variedade decente de opções. Mas o Wi-Fi era uma piada; mal consegui me conectar.";Wi-Fi;0;79;84
6218;O hotel tem uma vista incrível para o mar e para as montanhas. É perfeito para quem gosta de paisagens naturais.;vista;1;16;21
6219;O hotel tem uma vista incrível para o mar e para as montanhas. É perfeito para quem gosta de paisagens naturais.;mar;1;38;41
6220;O hotel tem uma vista incrível para o mar e para as montanhas. É perfeito para quem gosta de paisagens naturais.;montanhas;1;52;61
6221;"A piscina do hotel era ótima para relaxar; eu passava horas lá. Mas o bar da piscina estava sempre lotado e o serviço era lento demais.";piscina;0;2;9
6222;"A piscina do hotel era ótima para relaxar; eu passava horas lá. Mas o bar da piscina estava sempre lotado e o serviço era lento demais.";bar;0;70;73
6223;"A piscina do hotel era ótima para relaxar; eu passava horas lá. Mas o bar da piscina estava sempre lotado e o serviço era lento demais.";serviço;0;110;117
6224;O hotel era fantástico! A decoração era moderna e elegante, o atendimento era impecável e a comida deliciosa.;decoração;1;26;35
6225;O hotel era fantástico! A decoração era moderna e elegante, o atendimento era impecável e a comida deliciosa.;atendimento;1;62;73
6226;O hotel era fantástico! A decoração era moderna e elegante, o atendimento era impecável e a comida deliciosa.;comida;1;92;98
6227;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;estadia;-1;2;9
6228;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;quarto;-1;40;46
6229;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;serviço;-1;62;69
6230;A estadia no hotel foi decepcionante. O quarto estava sujo, o serviço era lento e a comida sem sabor.;comida;-1;84;90
6231;"O café da manhã no hotel era incrível; tinha uma variedade enorme de opções: ovos, bacon, cereais, frutas e pães.";café;1;2;6
6232;"O café da manhã no hotel era incrível; tinha uma variedade enorme de opções: ovos, bacon, cereais, frutas e pães.";variedade;1;49;58
6233;"O café da manhã no hotel era incrível; tinha uma variedade enorme de opções: ovos, bacon, cereais, frutas e pães.";opções;1;69;75
6234;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;vista;1;18;23
6235;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;mar;1;44;47
6236;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;montanhas;1;49;58
6237;O hotel tinha uma vista deslumbrante para o mar, montanhas e cidade. Era simplesmente espetacular.;cidade;1;61;67
6238;A piscina do hotel era relaxante e tinha uma área ampla para banho de sol. As espreguiçadeiras eram confortáveis.;piscina;1;2;9
6239;A piscina do hotel era relaxante e tinha uma área ampla para banho de sol. As espreguiçadeiras eram confortáveis.;espreguiçadeiras;1;78;94
6240;O restaurante do hotel oferecia uma variedade incrível de pratos: massas, saladas, carnes, peixes e sobremesas.;restaurante;1;2;13
6241;O restaurante do hotel oferecia uma variedade incrível de pratos: massas, saladas, carnes, peixes e sobremesas.;variedade;1;36;45
6242;O restaurante do hotel oferecia uma variedade incrível de pratos: massas, saladas, carnes, peixes e sobremesas.;pratos;1;58;64
6243;"O serviço de lavanderia do hotel era conveniente; eles lavavam minhas roupas e as entregavam no quarto.";lavanderia;1;13;23
6244;O hotel oferecia Wi-Fi gratuito, mas a conexão era instável e lenta. Às vezes, nem conseguia abrir meu e-mail.;Wi-Fi;-1;17;22
6245;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;spa;1;17;20
6246;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;tratamentos;1;54;65
6247;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;massagens relaxantes;1;67;87
6248;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;esfoliações;1;89;100
6249;O hotel tinha um spa maravilhoso com várias opções de tratamentos: massagens relaxantes, esfoliações e terapias.;terapias;1;103;111
6250;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;academia;1;2;10
6251;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;pesos livres;1;62;74
6252;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;bem equipada;1;24;36
6253;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;modernos;1;51;59
6254;A academia do hotel era bem equipada com aparelhos modernos e pesos livres.;bem equipada;1;24;36
6255;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;entretenimento;1;40;54
6256;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;passeios;1;56;64
6257;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;aulas de culinária;1;66;84
6258;O hotel oferecia várias atividades para entretenimento: passeios, aulas de culinária e shows ao vivo.;shows ao vivo;1;87;100
6259;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;recreação;1;10;19
6260;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;playground;1;61;71
6261;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;piscina infantil;1;73;89
6262;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;atividades supervisionadas;1;92;118
6263;A área de recreação do hotel era perfeita para crianças, com playground, piscina infantil e atividades supervisionadas.;perfeita para crianças;1;33;55
6264;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;ambiente familiar;1;17;34
6265;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;atividades para todas as idades;1;40;71
6266;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;espaços para relaxamento;1;74;98
6267;O hotel tinha um ambiente familiar, com atividades para todas as idades e espaços para relaxamento.;familiar;1;26;34
6268;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;buffet;1;20;26
6269;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;variado;1;27;34
6270;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;café da manhã;1;60;73
6271;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;almoço;1;75;81
6272;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;jantar;1;84;90
6273;O hotel oferecia um buffet variado para todas as refeições: café da manhã, almoço e jantar.;refeições;1;49;58
6274;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;localização;1;18;29
6275;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;pontos turísticos;1;53;70
6276;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;lojas;1;72;77
6277;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;restaurantes;1;80;92
6278;O hotel tinha uma localização privilegiada, perto de pontos turísticos, lojas e restaurantes.;privilegiada;1;30;42
